config;instance;run;solutionCosts;integerSolutionCosts;optimal;feasible;total running time;total setup costs;number of too late jobs;number of batches;solve_time;total_time;normalized_objective_bound;int_objective_bound;normalization_const_int_to_float_obj;solution_method;instance_number;objective
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-tardiness-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/19_oven_scheduling.minizinc_instance_1212-10.33.09.dzn;1;0.2336;24528;1;1;499.0;134.0;2.0;10.0;2.9987;3.680886;1.9e-05;2.0;105000.0;singleobj-mzn-gurobi-LB-noUB;19;tardiness
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-tardiness-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/19_oven_scheduling.minizinc_instance_1212-10.33.09.dzn ../../instancesUC1withLB/mzn/warmstart/19_warm_start_19RandomOvenSchedulingInstance-n10-k5-a5-WithInitialStates.dzn;1;0.235161905;24692;1;1;499.0;175.0;2.0;10.0;1.3573;2.024053;1.9e-05;2.0;105000.0;singleobj-mzn-gurobiWS-LB-noUB;19;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/19_oven_scheduling.cpoptimizer_instance_1212-10.33.09.dat;1;1.9e-05;2;1;1;499.0;138.0;2.0;10.0;0.17;0.21;1.9e-05;2.0;105000.0;singleobj-opl-reprjob-LB-noUB;19;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/19_warm_start_19RandomOvenSchedulingInstance-n10-k5-a5-WithInitialStates.dat;1;1.9e-05;2;1;1;499.0;156.0;2.0;10.0;0.04;0.08;1.9e-05;2.0;105000.0;singleobj-opl-reprjob-LB-WS-noUB;19;tardiness
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-batchcount-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/20_oven_scheduling.minizinc_instance_1212-10.33.11.dzn ../../instancesUC1withLB/mzn/warmstart/20_warm_start_20RandomOvenSchedulingInstance-n10-k5-a5-WithInitialStates.dzn;1;0.779541133;2767410;1;1;213.0;26.0;8.0;5.0;1.484;2.138278;1.41e-06;5.0;3550050.0;singleobj-mzn-gurobiWS-LB-noUB;20;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/20_oven_scheduling.cpoptimizer_instance_1212-10.33.10.dat;1;1.41e-06;5;1;1;207.0;53.0;8.0;5.0;0.11;0.2;1.41e-06;5.0;3550050.0;singleobj-opl-reprjob-LB-noUB;20;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/20_warm_start_20RandomOvenSchedulingInstance-n10-k5-a5-WithInitialStates.dat;1;1.41e-06;5;1;1;215.0;65.0;7.0;5.0;0.02;0.06;1.41e-06;5.0;3550050.0;singleobj-opl-reprjob-LB-WS-noUB;20;batchcount
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-ovenruntime-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/20_oven_scheduling.minizinc_instance_1212-10.33.11.dzn ../../instancesUC1withLB/mzn/warmstart/20_warm_start_20RandomOvenSchedulingInstance-n10-k5-a5-WithInitialStates.dzn;1;0.78006845;2769282;1;1;207.0;50.0;8.0;5.0;9.5219;10.184514;5.83e-05;207.0;3550050.0;singleobj-mzn-gurobiWS-LB-noUB;20;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/20_oven_scheduling.cpoptimizer_instance_1212-10.33.10.dat;1;5.83e-05;207;1;1;207.0;41.0;10.0;5.0;0.42;0.45;5.83e-05;207.0;3550050.0;singleobj-opl-reprjob-LB-noUB;20;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/20_warm_start_20RandomOvenSchedulingInstance-n10-k5-a5-WithInitialStates.dat;1;5.83e-05;207;1;1;207.0;68.0;9.0;5.0;0.22;0.25;5.83e-05;207.0;3550050.0;singleobj-opl-reprjob-LB-WS-noUB;20;ovenruntime
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-setupcosts-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/20_oven_scheduling.minizinc_instance_1212-10.33.11.dzn ../../instancesUC1withLB/mzn/warmstart/20_warm_start_20RandomOvenSchedulingInstance-n10-k5-a5-WithInitialStates.dzn;1;0.779696624;2767962;1;1;215.0;26.0;8.0;5.0;9.0678;9.729759;7.32e-06;26.0;3550050.0;singleobj-mzn-gurobiWS-LB-noUB;20;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-setupcosts.mod $file;../../instancesUC1withLB/opl/20_oven_scheduling.cpoptimizer_instance_1212-10.33.10.dat;1;7.32e-06;26;1;1;215.0;26.0;8.0;5.0;2.77;2.79;7.32e-06;26.0;3550050.0;singleobj-opl-reprjob-LB-noUB;20;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-setupcosts.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/20_warm_start_20RandomOvenSchedulingInstance-n10-k5-a5-WithInitialStates.dat;1;7.32e-06;26;1;1;215.0;26.0;8.0;5.0;3.6;3.63;7.32e-06;26.0;3550050.0;singleobj-opl-reprjob-LB-WS-noUB;20;setupcosts
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-tardiness-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/20_oven_scheduling.minizinc_instance_1212-10.33.11.dzn;1;0.518560865;1840917;1;1;488.0;107.0;5.0;9.0;1.1661;1.829079;1.41e-06;5.0;3550050.0;singleobj-mzn-gurobi-LB-noUB;20;tardiness
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-tardiness-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/20_oven_scheduling.minizinc_instance_1212-10.33.11.dzn ../../instancesUC1withLB/mzn/warmstart/20_warm_start_20RandomOvenSchedulingInstance-n10-k5-a5-WithInitialStates.dzn;1;0.507263278;1800810;1;1;356.0;82.0;5.0;7.0;0.9813;1.637625;1.41e-06;5.0;3550050.0;singleobj-mzn-gurobiWS-LB-noUB;20;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/20_oven_scheduling.cpoptimizer_instance_1212-10.33.10.dat;1;1.41e-06;5;1;1;262.0;72.0;5.0;7.0;0.08;0.12;1.41e-06;5.0;3550050.0;singleobj-opl-reprjob-LB-noUB;20;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/20_warm_start_20RandomOvenSchedulingInstance-n10-k5-a5-WithInitialStates.dat;1;1.41e-06;5;1;1;261.0;69.0;5.0;6.0;1.75;1.8;1.41e-06;5.0;3550050.0;singleobj-opl-reprjob-LB-WS-noUB;20;tardiness
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-batchcount-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/21_oven_scheduling.minizinc_instance_1212-10.33.13.dzn;1;0.669678005;36916;1;1;92.0;16.0;17.0;13.0;13.6454;14.501434;0.000235828;13.0;55125.0;singleobj-mzn-gurobi-LB-noUB;21;batchcount
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-batchcount-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/21_oven_scheduling.minizinc_instance_1212-10.33.13.dzn ../../instancesUC1withLB/mzn/warmstart/21_warm_start_21RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dzn;1;0.746539683;41153;1;1;91.0;23.0;19.0;13.0;4.1422;4.980925;0.000235828;13.0;55125.0;singleobj-mzn-gurobiWS-LB-noUB;21;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/21_oven_scheduling.cpoptimizer_instance_1212-10.33.13.dat;1;0.000235828;13;1;1;89.0;16.0;19.0;13.0;1.2;1.33;0.000235828;13.0;55125.0;singleobj-opl-reprjob-LB-noUB;21;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/21_warm_start_21RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dat;1;0.000235828;13;1;1;89.0;23.0;20.0;13.0;0.96;1.11;0.000235828;13.0;55125.0;singleobj-opl-reprjob-LB-WS-noUB;21;batchcount
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-ovenruntime-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/21_oven_scheduling.minizinc_instance_1212-10.33.13.dzn;1;0.707791383;39017;1;1;88.0;23.0;18.0;13.0;646.1204;647.14468;0.001596372;88.0;55125.0;singleobj-mzn-gurobi-LB-noUB;21;ovenruntime
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-ovenruntime-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/21_oven_scheduling.minizinc_instance_1212-10.33.13.dzn ../../instancesUC1withLB/mzn/warmstart/21_warm_start_21RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dzn;1;0.859664399;47389;1;1;88.0;19.0;22.0;13.0;824.8475;825.700057;0.001596372;88.0;55125.0;singleobj-mzn-gurobiWS-LB-noUB;21;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/21_oven_scheduling.cpoptimizer_instance_1212-10.33.13.dat;1;0.001596372;88;1;1;88.0;23.0;23.0;13.0;2.06;2.18;0.001596372;88.0;55125.0;singleobj-opl-reprjob-LB-noUB;21;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/21_warm_start_21RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dat;1;0.001596372;88;1;1;88.0;21.0;23.0;13.0;1.56;1.69;0.001596372;88.0;55125.0;singleobj-opl-reprjob-LB-WS-noUB;21;ovenruntime
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-setupcosts-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/21_oven_scheduling.minizinc_instance_1212-10.33.13.dzn;1;0.759546485;41870;1;1;156.0;14.0;19.0;20.0;66.2462;67.102816;0.000253968;14.0;55125.0;singleobj-mzn-gurobi-LB-noUB;21;setupcosts
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-setupcosts-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/21_oven_scheduling.minizinc_instance_1212-10.33.13.dzn ../../instancesUC1withLB/mzn/warmstart/21_warm_start_21RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dzn;1;0.936743764;51638;1;1;95.0;14.0;24.0;13.0;74.6726;75.5647;0.000253968;14.0;55125.0;singleobj-mzn-gurobiWS-LB-noUB;21;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-setupcosts.mod $file;../../instancesUC1withLB/opl/21_oven_scheduling.cpoptimizer_instance_1212-10.33.13.dat;1;0.000253968;14;-1;1;102.0;14.0;22.0;16.0;3599.88;3600.0;0.000199546;11.0;55125.0;singleobj-opl-reprjob-LB-noUB;21;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-setupcosts.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/21_warm_start_21RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dat;1;0.000253968;14;-1;1;108.0;14.0;20.0;16.0;3599.88;3600.0;0.000199546;11.0;55125.0;singleobj-opl-reprjob-LB-WS-noUB;21;setupcosts
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-tardiness-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/21_oven_scheduling.minizinc_instance_1212-10.33.13.dzn;1;0.608362812;33536;1;1;151.0;32.0;15.0;24.0;6.6464;7.494773;0.000272109;15.0;55125.0;singleobj-mzn-gurobi-LB-noUB;21;tardiness
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-tardiness-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/21_oven_scheduling.minizinc_instance_1212-10.33.13.dzn ../../instancesUC1withLB/mzn/warmstart/21_warm_start_21RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dzn;1;0.610013605;33627;1;1;158.0;33.0;15.0;25.0;5.7402;6.622095;0.000272109;15.0;55125.0;singleobj-mzn-gurobiWS-LB-noUB;21;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/21_oven_scheduling.cpoptimizer_instance_1212-10.33.13.dat;1;0.000272109;15;1;1;115.0;25.0;15.0;17.0;5.62;5.75;0.000272109;15.0;55125.0;singleobj-opl-reprjob-LB-noUB;21;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/21_warm_start_21RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dat;1;0.000272109;15;1;1;132.0;26.0;15.0;19.0;8.7;8.86;0.000272109;15.0;55125.0;singleobj-opl-reprjob-LB-WS-noUB;21;tardiness
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-batchcount-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/22_oven_scheduling.minizinc_instance_1212-10.33.15.dzn;1;0.923936508;14552;1;1;38.0;0.0;24.0;4.0;1.2577;2.60271;0.000253968;4.0;15750.0;singleobj-mzn-gurobi-LB-noUB;22;batchcount
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-batchcount-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/22_oven_scheduling.minizinc_instance_1212-10.33.15.dzn ../../instancesUC1withLB/mzn/warmstart/22_warm_start_22RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dzn;1;0.962920635;15166;1;1;40.0;3.0;25.0;4.0;0.9904;1.815746;0.000253968;4.0;15750.0;singleobj-mzn-gurobiWS-LB-noUB;22;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/22_oven_scheduling.cpoptimizer_instance_1212-10.33.15.dat;1;0.000253968;4;1;1;38.0;0.0;24.0;4.0;0.13;0.31;0.000253968;4.0;15750.0;singleobj-opl-reprjob-LB-noUB;22;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/22_warm_start_22RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dat;1;0.000253968;4;1;1;38.0;3.0;24.0;4.0;0.02;0.15;0.000253968;4.0;15750.0;singleobj-opl-reprjob-LB-WS-noUB;22;batchcount
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-ovenruntime-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/22_oven_scheduling.minizinc_instance_1212-10.33.15.dzn;1;0.923936508;14552;1;1;38.0;0.0;24.0;4.0;1.1575;2.16601;0.002412698;38.0;15750.0;singleobj-mzn-gurobi-LB-noUB;22;ovenruntime
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-ovenruntime-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/22_oven_scheduling.minizinc_instance_1212-10.33.15.dzn ../../instancesUC1withLB/mzn/warmstart/22_warm_start_22RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dzn;1;0.962412698;15158;1;1;38.0;3.0;25.0;4.0;2.4103;3.218774;0.002412698;38.0;15750.0;singleobj-mzn-gurobiWS-LB-noUB;22;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/22_oven_scheduling.cpoptimizer_instance_1212-10.33.15.dat;1;0.002412698;38;1;1;38.0;3.0;25.0;4.0;0.15;0.29;0.002412698;38.0;15750.0;singleobj-opl-reprjob-LB-noUB;22;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/22_warm_start_22RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dat;1;0.002412698;38;1;1;38.0;3.0;24.0;4.0;0.21;0.35;0.002412698;38.0;15750.0;singleobj-opl-reprjob-LB-WS-noUB;22;ovenruntime
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-setupcosts-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/22_oven_scheduling.minizinc_instance_1212-10.33.15.dzn;1;0.923936508;14552;1;1;38.0;0.0;24.0;4.0;1.1398;1.953673;0.0;0.0;15750.0;singleobj-mzn-gurobi-LB-noUB;22;setupcosts
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-setupcosts-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/22_oven_scheduling.minizinc_instance_1212-10.33.15.dzn ../../instancesUC1withLB/mzn/warmstart/22_warm_start_22RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dzn;1;0.98031746;15440;1;1;110.0;0.0;25.0;19.0;1.5356;2.399093;0.0;0.0;15750.0;singleobj-mzn-gurobiWS-LB-noUB;22;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-setupcosts.mod $file;../../instancesUC1withLB/opl/22_oven_scheduling.cpoptimizer_instance_1212-10.33.15.dat;1;0.0;0;1;1;38.0;0.0;24.0;4.0;0.09;0.24;0.0;0.0;15750.0;singleobj-opl-reprjob-LB-noUB;22;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-setupcosts.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/22_warm_start_22RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dat;1;0.0;0;1;1;39.0;0.0;24.0;5.0;0.11;0.25;0.0;0.0;15750.0;singleobj-opl-reprjob-LB-WS-noUB;22;setupcosts
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-tardiness-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/22_oven_scheduling.minizinc_instance_1212-10.33.15.dzn;1;0.923936508;14552;1;1;38.0;0.0;24.0;4.0;2.5342;3.351764;0.00152381;24.0;15750.0;singleobj-mzn-gurobi-LB-noUB;22;tardiness
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-tardiness-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/22_oven_scheduling.minizinc_instance_1212-10.33.15.dzn ../../instancesUC1withLB/mzn/warmstart/22_warm_start_22RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dzn;1;0.926984127;14600;1;1;47.0;6.0;24.0;5.0;3.1097;3.942669;0.00152381;24.0;15750.0;singleobj-mzn-gurobiWS-LB-noUB;22;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/22_oven_scheduling.cpoptimizer_instance_1212-10.33.15.dat;1;0.00152381;24;-1;1;38.0;0.0;24.0;4.0;3599.86;3600.0;0.00031746;5.0;15750.0;singleobj-opl-reprjob-LB-noUB;22;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/22_warm_start_22RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dat;1;0.00152381;24;-1;1;39.0;3.0;24.0;5.0;3599.88;3600.0;0.00031746;5.0;15750.0;singleobj-opl-reprjob-LB-WS-noUB;22;tardiness
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-batchcount-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/23_oven_scheduling.minizinc_instance_1212-10.33.18.dzn;1;0.973651855;64192380;1;1;649.0;136.0;25.0;10.0;28.0895;29.46047;1.52e-07;10.0;65929500.0;singleobj-mzn-gurobi-LB-noUB;23;batchcount
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-batchcount-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/23_oven_scheduling.minizinc_instance_1212-10.33.18.dzn ../../instancesUC1withLB/mzn/warmstart/23_warm_start_23RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dzn;1;0.974538621;64250844;1;1;677.0;140.0;25.0;10.0;11.8646;12.715852;1.52e-07;10.0;65929500.0;singleobj-mzn-gurobiWS-LB-noUB;23;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/23_oven_scheduling.cpoptimizer_instance_1212-10.33.17.dat;1;1.52e-07;10;1;1;638.0;157.0;25.0;10.0;3.15;3.32;1.52e-07;10.0;65929500.0;singleobj-opl-reprjob-LB-noUB;23;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/23_warm_start_23RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dat;1;1.52e-07;10;1;1;647.0;140.0;25.0;10.0;2.75;2.88;1.52e-07;10.0;65929500.0;singleobj-opl-reprjob-LB-WS-noUB;23;batchcount
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-ovenruntime-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/23_oven_scheduling.minizinc_instance_1212-10.33.18.dzn;1;-1.0;-1;-1;-1;;;;;3608.1277;;;;;singleobj-mzn-gurobi-LB-noUB;23;ovenruntime
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-ovenruntime-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/23_oven_scheduling.minizinc_instance_1212-10.33.18.dzn ../../instancesUC1withLB/mzn/warmstart/23_warm_start_23RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dzn;1;0.97311419;64156932;-1;1;638.0;123.0;25.0;10.0;3607.7143;3608.614607;8.52e-06;562.0;65929500.0;singleobj-mzn-gurobiWS-LB-noUB;23;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/23_oven_scheduling.cpoptimizer_instance_1212-10.33.17.dat;1;9.68e-06;638;1;1;638.0;140.0;25.0;10.0;4.42;4.53;9.68e-06;638.0;65929500.0;singleobj-opl-reprjob-LB-noUB;23;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/23_warm_start_23RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dat;1;9.68e-06;638;1;1;638.0;140.0;25.0;10.0;3.52;3.67;9.68e-06;638.0;65929500.0;singleobj-opl-reprjob-LB-WS-noUB;23;ovenruntime
